"","Ailuropoda_melanoleuca","Bos_taurus","Colobus_angolensis_palliatus","Cebus_capucinus_imitator","Canis_familiaris","Capra_hircus","Callithrix_jacchus","Chinchilla_lanigera","Cavia_porcellus","Dasypus_novemcinctus","Equus_asinus_asinus","Equus_caballus","Felis_catus","Gorilla_gorilla","Heterocephalus_glaber","Homo_sapiens","Ictidomys_tridecemlineatus","Loxodonta_africana","Monodelphis_domestica","Macaca_fascicularis","Myotis_lucifugus","Macaca_mulatta","Microcebus_murinus","Mus_musculus","Microtus_ochrogaster","Mustela_putorius_furo","Meriones_unguiculatus","Nomascus_leucogenys","Neovison_vison","Ovis_aries","Oryctolagus_cuniculus","Octodon_degus","Otolemur_garnettii","Papio_anubis","Phascolarctos_cinereus","Peromyscus_maniculatus_bairdii","Pan_paniscus","Panthera_pardus","Pan_troglodytes","Rattus_norvegicus","Saimiri_boliviensis_boliviensis","Sus_scrofa","Tursiops_truncatus","Vombatus_ursinus","Vulpes_vulpes"
"PTHR10219_SF15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
"PTHR10219_SF29",1,1,2,1,1,1,2,1,1,3,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1
"PTHR10219_SF31",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10221",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
"PTHR10223",1,1,1,4,2,1,1,1,1,3,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,4,1,1,1,1,3,1,3,1,2,1,1,2,1
"PTHR10224",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2,1,1,1,1,1,1,1,1,2,1
"PTHR10225",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR10226",4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,5,4,4,5,4
"PTHR10231",5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,6,5,5,5,5,5,5,4,5,5,5,5,5,5,5,6,6,5,6,6,5,5,5,5,5,5,5,5,6,6
"PTHR10233_SF18",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1
"PTHR10241",3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"PTHR10253",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10256",2,1,4,5,2,3,5,2,2,2,2,1,2,3,4,2,1,2,3,2,3,1,2,2,1,2,2,5,2,4,1,5,3,3,3,2,4,1,2,1,4,1,1,2,2
"PTHR10257",5,5,6,5,5,5,6,5,5,6,5,5,5,7,7,5,5,5,5,6,5,6,6,6,5,5,5,6,5,5,5,6,5,6,5,5,7,5,8,5,5,5,5,5,5
"PTHR10258",4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"PTHR10261",2,2,3,4,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,2,2,2,3,2,2,2,3,2,2
"PTHR10263_SF2",1,2,1,1,0,1,2,1,1,1,1,1,1,1,2,1,4,1,2,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,2,1,2,3,2,1,4,1
"PTHR10264",5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,5,5,5,5,6,5,5,5,5,6,6,5,5,5,5,5,5,5,5,4,5,6,5
"PTHR10270_SF210",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10270_SF216",1,1,1,1,1,1,1,0,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,0,1,0,4,1
"PTHR10271",4,4,5,4,4,4,4,3,3,5,7,5,5,5,5,5,7,4,4,3,5,4,5,6,4,5,4,5,7,4,4,0,4,4,5,9,5,5,5,4,5,3,2,5,5
"PTHR10281_SF1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10283",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,8,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,5
"PTHR10285",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,5,4,5,4,5,6,5,4,4,4,4,3,4,4,4,4,4,4,4
"PTHR10286",2,2,4,3,4,3,2,2,2,4,2,2,2,4,2,2,2,1,2,3,2,2,5,2,2,2,4,3,3,2,2,4,2,3,2,2,4,2,4,2,5,2,2,3,2
"PTHR10288_SF100",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1
"PTHR10288_SF101",1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,3,1,2,1,1,2,1,3,2
"PTHR10288_SF102",1,3,4,2,2,4,1,2,2,4,1,1,1,3,7,1,1,1,2,4,3,1,6,1,4,2,1,4,1,7,2,8,3,4,1,1,4,1,4,2,1,2,2,2,1
"PTHR10288_SF92",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,2,1
"PTHR10288_SF93",1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,2,1,3,1,1,1,1,1,2,1,0,4,1,3,1,1,1,1,1,2
"PTHR10288_SF96",1,1,3,2,2,1,4,1,1,1,0,0,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1
"PTHR10288_SF97",1,1,2,1,2,1,2,2,1,9,2,2,1,1,4,1,3,2,1,3,1,2,3,1,4,1,2,1,2,1,5,7,0,3,4,2,2,1,1,2,1,1,1,1,1
"PTHR10292",3,2,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,2,3,3,2,3,2,2,2,3,2,3,3,2,4,3,3,3,3,2,3,3,3,2,3,2,2,3,3
"PTHR10293_SF16",1,1,3,1,0,1,3,1,1,4,1,1,1,1,1,1,0,1,1,2,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0
"PTHR10293_SF40",2,1,1,3,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,3,1,1,1,1,2,1,1,1,4,1,2,3,1,2,1,2,1,2,1,1,1,1
"PTHR10302_SF0",1,1,1,2,3,3,1,1,1,3,1,1,1,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,1,5,1,1,1,1
"PTHR10306",4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,4,6,4,4,5,4
"PTHR10315_SF23",2,5,1,1,1,2,3,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,11,1,1,1,1,2,1,1,1,1,1,1,1
"PTHR10316_SF27",1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10316_SF38",1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"PTHR10317",1,1,1,1,1,1,1,1,2,4,1,1,1,3,6,1,1,1,2,2,1,1,2,1,1,1,2,3,1,1,1,2,1,3,2,1,2,2,3,3,1,1,1,3,1
"PTHR10321",5,4,4,6,4,5,7,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,4
"PTHR10328",1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10331",2,1,3,3,2,3,3,2,2,2,3,2,1,4,1,5,2,1,2,3,1,2,1,4,2,1,3,4,2,2,2,1,2,5,2,2,5,1,5,2,1,2,1,2,2
"PTHR10332",4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,3,4,4,3,3,4,4,5,4,4,4,5,5,4,4,4,4,4
"PTHR10333_SF37",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1
"PTHR10333_SF38",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1
"PTHR10334_SF180",1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"PTHR10334_SF65",1,1,1,1,1,1,1,1,1,1,0,1,2,1,0,1,1,0,0,1,1,1,2,2,1,1,1,1,1,1,3,0,1,1,1,2,1,1,1,1,1,1,0,1,1
"PTHR10335",2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,3,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,3,2,2,2,2,1,2
"PTHR10336_SF29",1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"PTHR10337",5,5,5,5,5,5,5,5,5,6,4,4,5,6,8,4,5,5,4,6,5,5,5,5,6,5,7,7,4,5,4,5,6,5,5,5,5,5,4,4,6,4,5,10,6
"PTHR10338_SF100",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,3,1,2,2,3,1,2,1,1,1,0,1,1,1,0,2,1,1,1,3,1,1,0,0,1
"PTHR10338_SF98",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,2,1
"PTHR10339",4,12,4,4,4,7,3,5,6,4,5,5,4,4,4,4,6,5,6,4,7,4,4,6,4,4,5,4,4,7,8,3,4,4,6,9,4,4,4,5,4,3,4,4,4
"PTHR10340",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
"PTHR10342_SF69",1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"PTHR10344",2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,4,2,1,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,1
"PTHR10351_SF28",2,3,5,5,5,6,5,2,2,2,1,2,5,7,5,2,4,1,2,7,2,2,3,1,3,1,2,5,2,7,2,1,2,6,1,7,4,5,4,5,9,3,1,2,4
"PTHR10351_SF29",1,1,2,3,2,1,2,1,1,4,1,1,3,4,5,1,1,1,2,1,2,1,2,2,1,1,1,3,2,1,2,2,3,1,1,1,4,2,4,3,6,1,1,1,1
"PTHR10352",1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10353_SF38",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1
"PTHR10356",2,2,2,2,2,2,2,4,2,2,3,2,2,2,2,7,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR10357_SF105",1,2,1,2,5,2,1,2,1,1,1,2,1,2,1,5,3,2,1,1,1,2,2,0,0,1,0,2,1,1,4,0,1,2,2,0,4,1,3,0,2,6,1,1,1
"PTHR10358_SF4",2,3,1,1,1,3,1,1,1,1,2,1,1,2,2,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,3,5,2,2,1,2,2,2,2,1,1,1,1,1,2
"PTHR10358_SF5",1,1,2,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,2,1,2,1,1,2,2,2,1,2,1,1,2,1
"PTHR10360",2,4,3,5,2,4,4,2,2,8,3,5,2,2,8,2,5,2,3,2,2,2,5,2,2,2,2,2,2,4,5,5,3,2,4,3,2,2,2,2,4,2,2,3,3
"PTHR10361",5,7,5,5,5,5,5,5,5,6,6,6,5,6,5,6,6,6,6,6,6,6,5,7,6,5,5,6,4,5,4,5,5,6,6,5,5,6,6,6,5,5,5,7,6
"PTHR10367_SF5",2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"PTHR10369_SF6",3,5,6,6,6,2,5,1,3,5,2,2,6,5,4,2,5,2,1,8,2,3,10,3,4,1,3,6,5,3,7,3,5,10,0,7,3,5,6,6,5,5,2,3,6
"PTHR10370",1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
"PTHR10371",1,1,1,1,1,4,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,3,1,0,1,1,2,1,4,1,2,2,1,2,1,2,1,1,1,1,3,1
"PTHR10373_SF25",1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10374_SF2",1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"PTHR10378",2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR10379",4,4,3,4,2,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,2,3,3,3,3,4,3,3,4,3,4,3,3,3,3
"PTHR10381",1,1,2,2,1,1,1,1,1,1,1,2,1,0,1,1,1,1,0,0,1,1,3,1,1,1,1,0,2,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1
"PTHR10383",5,6,6,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
"PTHR10385_SF25",1,1,1,1,1,2,1,1,1,1,2,1,1,2,3,1,0,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,0
"PTHR10385_SF27",1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10388_SF10",1,1,2,3,4,7,4,2,2,7,1,1,2,3,6,1,5,1,3,3,4,2,2,1,3,2,2,4,1,1,4,2,1,3,3,5,3,2,4,4,5,1,1,1,3
"PTHR10388_SF8",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"PTHR10394",1,1,2,5,1,2,3,3,2,4,2,1,1,5,2,2,2,1,1,2,5,2,2,1,6,1,1,3,1,2,4,10,2,3,2,1,3,2,3,4,2,1,1,3,1
"PTHR10395",3,3,3,2,3,3,3,4,4,3,3,3,3,3,4,2,4,3,3,4,3,4,3,3,3,2,3,3,3,3,3,2,3,4,3,3,2,3,3,3,2,3,2,4,4
"PTHR10404",6,6,6,6,6,6,6,6,6,6,6,9,6,6,6,7,6,5,6,6,5,7,7,6,5,5,6,8,6,6,6,5,6,6,7,6,5,6,7,5,6,6,6,6,6
"PTHR10405",3,6,5,3,4,6,3,3,3,4,3,5,5,4,7,5,5,5,1,3,5,5,6,64,6,4,4,3,5,6,5,5,2,3,1,4,5,9,6,38,4,5,2,1,6
"PTHR10407",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,5,2,2,2,2,2,2
"PTHR10408",3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3
"PTHR10410_SF2",1,1,2,1,2,4,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,2
"PTHR10410_SF3",1,1,1,3,1,1,2,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"PTHR10410_SF5",1,1,1,1,1,2,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10410_SF6",1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,5,1,1,2,1,2,1,3,1,1,1,1,3,1
"PTHR10411",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2
"PTHR10414",3,3,3,3,2,4,3,3,3,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,5,3
"PTHR10417",2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"PTHR10418",1,3,3,3,1,2,1,1,1,3,1,1,3,3,1,2,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,3,2,3,1,2,1,1,1,1
"PTHR10434",2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR10438_SF18",1,1,3,3,3,1,5,1,2,4,1,1,2,3,1,1,1,1,1,6,1,4,1,1,1,1,1,5,1,1,3,7,1,6,2,1,4,3,3,1,2,2,1,5,3
"PTHR10442_SF0",2,2,4,2,3,2,4,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,7,3,3,1,1,6,1,1,7,3,2,4,3,3,2,1,1,5,3
"PTHR10445",1,3,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1
"PTHR10454_SF135",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1
"PTHR10454_SF30",2,2,3,3,2,2,2,3,2,2,2,2,2,2,7,2,3,2,3,3,2,3,4,2,2,2,1,2,2,3,2,3,2,3,3,3,2,2,2,2,3,2,2,4,2
"PTHR10457",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"PTHR10459_SF10",1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1
"PTHR10460_SF2",1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10462",8,7,4,6,9,7,6,6,4,7,11,9,7,5,4,5,4,8,5,3,7,4,5,7,8,8,7,3,6,7,10,6,8,4,4,11,4,6,4,9,4,5,2,6,9
"PTHR10464",2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
"PTHR10465",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
"PTHR10466",2,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,3,2,3,2
"PTHR10468",2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"PTHR10472",2,3,3,2,2,5,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR10476",4,4,5,5,4,4,4,5,5,5,4,5,5,4,6,6,5,5,5,5,5,3,6,6,7,4,4,4,3,5,5,9,5,4,5,6,4,5,3,5,5,4,4,5,4
"PTHR10480_SF8",1,2,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,3
"PTHR10484",14,35,12,15,12,14,10,10,6,8,11,13,14,13,10,15,7,14,10,14,5,13,11,13,9,6,9,13,14,11,11,6,13,15,11,14,12,15,14,12,11,6,12,17,9
"PTHR10485",2,2,3,4,2,3,2,2,2,2,3,2,2,2,3,2,4,2,2,3,3,2,3,2,3,2,2,3,2,3,2,2,3,3,2,2,2,2,2,3,2,2,2,2,3
"PTHR10489_SF107",2,2,1,2,1,3,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2
"PTHR10489_SF527",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10489_SF54",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10489_SF92",1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,3
"PTHR10491",1,2,2,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,5,2,2,1,1,1,1,1,1,1,1,1,1,1
"PTHR10496",5,1,8,5,6,3,10,2,2,0,4,1,4,6,7,1,4,5,3,7,18,3,3,1,2,7,1,3,3,4,3,18,8,8,8,4,4,6,4,3,7,4,1,5,5
"PTHR10497",4,2,5,6,2,3,2,2,1,3,1,1,2,4,2,1,1,3,1,5,2,1,2,1,9,1,3,4,1,3,4,4,2,7,2,2,4,4,4,6,4,1,1,6,3
"PTHR10500",1,2,2,2,1,1,3,2,2,2,2,2,1,2,1,2,2,2,8,2,1,2,1,2,2,0,2,2,1,2,5,1,1,2,4,1,2,1,2,2,3,2,1,4,1
"PTHR10501",2,2,3,3,6,2,5,3,2,4,2,2,3,3,5,2,3,2,2,3,3,2,2,2,3,4,2,3,3,2,2,4,3,3,2,2,3,3,3,2,5,4,2,2,6
"PTHR10502_SF17",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10502_SF18",1,2,3,4,3,3,3,1,1,2,1,1,1,4,2,1,1,1,1,3,2,1,1,1,1,4,1,3,4,2,1,2,1,4,2,2,4,3,4,1,3,1,1,2,2
"PTHR10502_SF25",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR10502_SF31",1,1,1,1,2,2,3,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1
"PTHR10504",15,17,13,14,15,16,13,11,11,17,13,23,14,13,12,13,10,14,11,14,14,14,12,14,13,12,14,13,12,17,11,10,13,13,11,13,13,13,13,14,13,13,8,11,13
"PTHR10505_SF3",1,3,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,1,0,2,1,1,2,1,1,1,1,2,1,1,2,2,0,2,1,2,2,1,2,1,2,3,1,1,2
"PTHR10510_SF2",1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,3,1,1,2,3,1,2,2,3,1,2,2,2,1,1,2,1,1,1,1,1,5,1
"PTHR10510_SF6",1,6,2,2,3,7,3,1,1,2,1,1,1,2,1,1,2,1,2,3,1,1,1,1,2,0,1,1,2,2,2,5,0,2,2,2,2,1,2,1,3,1,1,1,4
"PTHR10511",1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10513_SF19",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1,1
"PTHR10516_SF134",1,2,2,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1
